Local Authority,SeedCode,School Name,School Type,Teachers (Full Time Equivalent) [Note 1],Pupil roll,Pupil Teacher Ratio,Average class size,Female,Male,P1,P2,P3,P4,P5,P6,P7,S1,S2,S3,S4,S5,S6,Special school pupils,Pupils with an Additional Support Need recorded,Pupils with no Additional Support Needs recorded,Pupils with English as an Additional Language [Note 2],Pupils without English as an Additional Language [Note 2],Pupils taught in Gaelic [Note 3],Pupils with no Gaelic taught [Note 3],White - British [Note 4],White - Other [Note 4],Minority Ethnic [Note 4],Not known/not disclosed [Note 4],P1-P5 pupils registered for free school meals [Note 5],Percentage of P1-P5 pupils registered for free school meals [Note 5],P6-P7/S1-S6/SP pupils registered for free school meals [Note 5],Percentage of P6-P7/S1-S6/SP pupils registered for free school meals [Note 5],SIMD Quintile 1 [Note 6],SIMD Quintile 2 [Note 6],SIMD Quintile 3 [Note 6],SIMD Quintile 4 [Note 6],SIMD Quintile 5 [Note 6],SIMD not availble [Note 6],Urban [Note 7],Small town [Note 7],Rural [Note 7],Urban/rural classification not available [Note 7],Attendance rate (%)[Note 8] [Note 9],Authorised absence rate (%) [Note 8] [Note 9],Unauthorised absence rate (%)[Note 8] [Note 9],Absence due to temporary exclusion rate (%) [Note 8] [Note 9],School's 6-fold urban/rural classification,School's 8-fold urban/rural classification,Denomination of school,,
South Lanarkshire,8520127,Dalserf Primary School,Primary,5.8,90,15.5,22.5,49,41,10,10,12,15,19,12,12,z,z,z,z,z,z,z,11,79,C,C,0,90,87,C,C,0,66,100,9,37.5,10,56,23,C,0,C,90-100%,0-10%,0-10%,0-10%,91.7,6.1,2.2,C,Other urban areas,Other urban areas,Non-denominational,,
South Lanarkshire,8520321,David Livingstone Memorial Primary School,Primary,15.0,259,17.3,25.9,111,148,39,26,40,37,36,42,39,z,z,z,z,z,z,z,120,139,C,C,0,259,219,7,18,15,178,100,22,27.2,51,139,23,44,C,C,90-100%,0-10%,0-10%,0-10%,92.6,5.3,2.1,0.0,Other urban areas,Other urban areas,Non-denominational,,
South Lanarkshire,8547521,Douglas Primary School,Primary,9.1,116,12.7,23.2,59,57,12,19,20,19,13,14,19,z,z,z,z,z,z,z,55,61,0,116,0,116,108,C,7,C,83,100,6,18.2,65,48,C,0,0,C,0-10%,0-10%,90-100%,0-10%,91.6,4.6,3.9,0.0,Accessible rural areas,Accessible rural areas,Non-denominational,,
South Lanarkshire,8530823,East Milton Primary School,Primary,9.6,172,17.9,24.6,87,85,19,22,18,30,24,28,31,z,z,z,z,z,z,z,21,151,7,165,0,172,155,7,8,C,113,100,20,33.9,C,62,104,C,C,0,90-100%,0-10%,0-10%,0-10%,91.2,7.3,1.5,C,Other urban areas,Other urban areas,Non-denominational,,
South Lanarkshire,8547726,Forth Primary School,Primary,10.7,160,15,22.9,73,87,19,23,23,22,27,25,21,z,z,z,z,z,z,z,81,79,6,154,0,160,139,5,C,C,114,100,15,32.6,35,111,0,14,0,0,0-10%,0-10%,90-100%,0-10%,92.3,4.0,3.8,0.0,Accessible rural areas,Accessible rural areas,Non-denominational,,
South Lanarkshire,8532729,Gilmourton Primary School,Primary,3.0,41,13.7,20.5,18,23,C,7,C,C,6,12,C,z,z,z,z,z,z,z,14,27,0,41,0,41,37,C,C,C,25,100,C,C,0,0,0,32,9,0,0-10%,0-10%,90-100%,0-10%,92.7,5.9,1.5,0.0,Accessible rural areas,Accessible rural areas,Non-denominational,,
South Lanarkshire,8532826,Glassford Primary School,Primary,4.6,58,12.6,19.3,35,23,9,9,10,11,8,C,C,z,z,z,z,z,z,z,15,43,5,53,0,58,48,6,C,C,47,100,6,54.5,C,C,54,C,0,0,0-10%,0-10%,90-100%,0-10%,92.3,5.2,2.5,0.0,Accessible rural areas,Accessible rural areas,Non-denominational,,
South Lanarkshire,8522820,Glengowan Primary School,Primary,17.2,277,16.1,25.2,129,148,36,47,51,46,30,35,32,z,z,z,z,z,z,z,73,204,6,271,0,277,257,C,13,C,210,100,16,23.9,19,55,89,51,63,0,80-90%,0-10%,10-20%,0-10%,93.8,4.1,2.1,0.0,Other urban areas,Other urban areas,Non-denominational,,
South Lanarkshire,8520828,Glenlee Primary School,Primary,15.5,278,17.9,25.3,151,127,37,35,38,42,30,59,37,z,z,z,z,z,z,z,66,212,17,261,0,278,243,8,21,6,182,100,34,35.4,161,50,25,39,C,C,90-100%,0-10%,0-10%,0-10%,91.1,6.1,2.8,0.0,Other urban areas,Other urban areas,Non-denominational,,
South Lanarkshire,8530920,Greenhills Primary School,Primary,22.2,209,9.4,13.9,89,120,22,34,22,39,26,35,31,z,z,z,z,z,z,z,123,86,9,200,0,209,183,8,14,C,143,100,20,30.3,5,118,52,25,9,0,90-100%,0-10%,0-10%,0-10%,90.9,8.2,1.0,0.0,Other urban areas,Other urban areas,Non-denominational,,
South Lanarkshire,8531021,Halfmerke Primary School,Primary,11.6,211,18.2,26.4,106,105,45,27,27,32,20,28,32,z,z,z,z,z,z,z,49,162,6,205,0,211,163,C,16,C,151,100,12,20,C,85,73,38,13,C,90-100%,0-10%,0-10%,0-10%,93.6,3.0,3.4,C,Other urban areas,Other urban areas,Non-denominational,,
South Lanarkshire,8456429,Hallside Primary School,Primary,15.4,288,18.7,26.2,148,140,48,49,25,46,39,41,40,z,z,z,z,z,z,z,94,194,17,271,0,288,224,C,45,C,207,100,12,14.8,24,18,17,168,61,0,90-100%,0-10%,0-10%,0-10%,94.8,4.2,1.1,0.0,Large urban areas,Large urban areas,Non-denominational,,
South Lanarkshire,8522928,Hareleeshill Primary School,Primary,16.5,146,8.8,13.3,64,82,17,18,16,24,19,24,28,z,z,z,z,z,z,z,107,39,C,C,0,146,121,11,11,C,94,100,29,55.8,111,19,11,C,C,0,80-90%,0-10%,0-10%,0-10%,89.4,5.2,5.3,C,Other urban areas,Other urban areas,Non-denominational,,
South Lanarkshire,8531129,Heathery Knowe Primary School,Primary,14.9,252,16.9,25.2,135,117,25,33,32,39,42,35,46,z,z,z,z,z,z,z,48,204,7,245,0,252,211,7,16,18,171,100,18,22.2,38,89,93,25,7,0,90-100%,0-10%,0-10%,0-10%,91.5,7.3,1.2,C,Other urban areas,Other urban areas,Non-denominational,,
South Lanarkshire,8522626,High Blantyre Primary School,Primary,20.1,237,11.8,18.2,106,131,39,33,36,47,26,29,27,z,z,z,z,z,z,z,76,161,7,230,0,237,205,C,11,C,181,100,22,39.3,57,135,C,39,C,0,80-90%,0-10%,0-10%,0-10%,90.3,7.5,2.1,0.0,Other urban areas,Other urban areas,Non-denominational,,
South Lanarkshire,8550824,High Mill Primary School,Primary,8.1,74,9.1,18.5,39,35,C,C,10,16,10,14,14,z,z,z,z,z,z,z,38,36,C,C,0,74,64,5,C,C,46,100,11,39.3,40,19,11,C,0,C,90-100%,0-10%,0-10%,0-10%,91.6,5.5,2.9,0.0,Other urban areas,Other urban areas,Non-denominational,,
South Lanarkshire,8531226,Hunter Primary School,Primary,11.2,202,18,25.3,104,98,30,41,23,21,35,26,26,z,z,z,z,z,z,z,30,172,7,195,0,202,179,C,20,C,150,100,13,25,C,24,77,94,C,0,90-100%,0-10%,0-10%,0-10%,93.8,5.1,1.1,0.0,Other urban areas,Other urban areas,Non-denominational,,
South Lanarkshire,1006053,Jackton Primary School,Primary,12.2,125,10.2,15.6,52,73,46,41,12,C,9,14,C,z,z,z,z,z,z,z,8,117,C,C,0,125,110,0,13,C,109,100,C,C,C,7,23,53,39,C,80-90%,0-10%,10-20%,0-10%,93.8,4.3,1.9,0.0,Other urban areas,Other urban areas,Non-denominational,,
South Lanarkshire,8455724,James Aiton Primary School,Primary,12.0,151,12.6,21.6,75,76,16,23,22,27,19,28,16,z,z,z,z,z,z,z,71,80,C,C,0,151,125,C,17,C,107,100,24,54.5,116,11,8,14,C,C,90-100%,0-10%,0-10%,0-10%,91.4,4.5,4.1,C,Large urban areas,Large urban areas,Non-denominational,,
South Lanarkshire,8547920,Kirkfieldbank Primary School,Primary,2.9,36,12.4,18,14,22,C,9,9,7,0,C,6,z,z,z,z,z,z,z,7,29,0,36,0,36,32,C,C,0,27,100,C,C,0,14,20,C,0,C,0-10%,60-70%,30-40%,0-10%,93.4,4.2,2.4,0.0,Accessible small towns,Accessible small towns,Non-denominational,,
South Lanarkshire,8534322,Kirklandpark Primary School,Primary,20.8,374,18,24.9,197,177,56,53,50,68,57,47,43,z,z,z,z,z,z,z,10,364,C,C,0,374,342,5,11,16,284,100,C,C,0,17,20,53,284,0,0-10%,60-70%,30-40%,0-10%,94.2,5.0,0.8,0.0,Accessible small towns,Accessible small towns,Non-denominational,,
South Lanarkshire,8550727,Kirkton Primary School,Primary,11.2,154,13.7,22,73,81,14,19,23,28,19,25,26,z,z,z,z,z,z,z,25,129,0,154,0,154,144,C,5,C,103,100,C,C,7,6,28,66,47,0,90-100%,0-10%,0-10%,0-10%,95.0,4.0,1.1,0.0,Other urban areas,Other urban areas,Non-denominational,,
South Lanarkshire,8531323,Kirktonholme Primary School,Primary,20.0,357,17.8,25.5,166,191,41,51,52,48,59,60,46,z,z,z,z,z,z,z,93,264,15,342,0,357,310,13,26,8,251,100,17,16,C,70,109,97,79,C,90-100%,0-10%,0-10%,0-10%,94.2,4.6,1.2,0.0,Other urban areas,Other urban areas,Non-denominational,,
South Lanarkshire,8548021,Lamington Primary School,Primary,1.9,8,4.2,8,C,C,0,0,0,C,C,C,C,z,z,z,z,z,z,z,5,C,0,8,0,8,7,0,C,C,C,0,0,0,C,0,7,0,0,C,0-10%,0-10%,90-100%,0-10%,94.3,4.6,C,0.0,Remote rural areas,Remote rural areas,Non-denominational,,
South Lanarkshire,8548129,Lanark Primary School,Primary,13.5,248,18.4,24.8,121,127,31,24,40,38,25,45,45,z,z,z,z,z,z,z,65,183,C,C,0,248,226,C,11,C,158,100,22,24.4,46,81,56,43,22,0,0-10%,80-90%,0-10%,0-10%,94.6,4.4,1.0,0.0,Accessible small towns,Accessible small towns,Non-denominational,,
South Lanarkshire,8548226,Law Primary School,Primary,13.5,218,16.1,27.3,103,115,21,29,29,26,34,41,38,z,z,z,z,z,z,z,65,153,C,C,0,218,199,C,12,C,139,100,15,19,0,95,0,89,34,0,0-10%,70-80%,20-30%,0-10%,93.0,4.2,2.8,0.0,Accessible small towns,Accessible small towns,Non-denominational,,
South Lanarkshire,8548420,Leadhills Primary School,Primary,3.4,17,5,17,7,10,0,C,0,C,C,6,C,z,z,z,z,z,z,z,5,12,0,17,0,17,17,0,0,0,7,100,C,C,0,12,C,C,0,0,0-10%,0-10%,90-100%,0-10%,96.1,3.5,C,0.0,Remote rural areas,Remote rural areas,Non-denominational,,
South Lanarkshire,8548528,Libberton Primary School,Primary,3.1,28,9,14,13,15,C,C,C,6,C,7,7,z,z,z,z,z,z,z,7,21,0,28,0,28,24,0,C,C,14,100,C,C,C,C,23,C,0,0,0-10%,0-10%,90-100%,0-10%,94.8,3.6,1.6,0.0,Accessible rural areas,Accessible rural areas,Non-denominational,,
South Lanarkshire,8457220,Loch Primary School,Primary,12.9,197,15.3,24.6,99,98,29,20,32,30,31,26,29,z,z,z,z,z,z,z,91,106,11,186,0,197,160,11,12,14,142,100,29,52.7,150,24,C,8,10,C,90-100%,0-10%,0-10%,0-10%,89.2,6.0,4.7,C,Large urban areas,Large urban areas,Non-denominational,,
South Lanarkshire,8531420,Long Calderwood Primary School,Primary,10.1,162,16,23.1,77,85,21,24,22,26,23,27,19,z,z,z,z,z,z,z,30,132,C,C,0,162,137,C,12,C,116,100,18,39.1,C,93,57,7,C,0,90-100%,0-10%,0-10%,0-10%,93.4,5.8,0.8,0.0,Other urban areas,Other urban areas,Non-denominational,,
South Lanarkshire,8523029,Machanhill Primary School,Primary,19.5,342,17.5,26.3,189,153,46,43,59,49,42,59,44,z,z,z,z,z,z,z,82,260,7,335,0,342,313,8,16,5,239,100,28,27.2,112,80,25,54,71,0,90-100%,0-10%,0-10%,0-10%,92.5,4.6,2.9,0.0,Other urban areas,Other urban areas,Non-denominational,,
South Lanarkshire,8531528,Maxwellton Primary School,Primary,10.8,180,16.7,25.7,92,88,24,25,25,29,27,29,21,z,z,z,z,z,z,z,55,125,C,C,0,180,156,8,10,6,130,100,14,28,C,64,96,13,6,C,90-100%,0-10%,0-10%,0-10%,92.2,6.7,1.2,0.0,Other urban areas,Other urban areas,Non-denominational,,
South Lanarkshire,8551022,Milton Primary School,Primary,9.7,154,15.9,22,75,79,15,18,24,21,21,30,25,z,z,z,z,z,z,z,84,70,C,C,0,154,145,6,C,C,99,100,8,14.5,6,15,92,40,C,C,0-10%,60-70%,20-30%,0-10%,93.9,4.5,1.6,C,Accessible small towns,Accessible small towns,Non-denominational,,
South Lanarkshire,8533229,Mossneuk Primary School,Primary,23.5,471,20,27.7,237,234,72,59,72,62,57,72,77,z,z,z,z,z,z,z,104,367,0,471,0,471,407,8,35,21,322,100,6,4,C,20,36,85,329,C,90-100%,0-10%,0-10%,0-10%,95.3,3.4,1.2,0.0,Other urban areas,Other urban areas,Non-denominational,,
South Lanarkshire,8534527,Mount Cameron Gaelic Unit,Primary,4.0,73,18.3,18.3,38,35,17,C,14,C,8,13,9,z,z,z,z,z,z,z,22,51,0,73,71,C,67,C,C,C,51,100,C,C,C,12,34,12,11,C,80-90%,0-10%,0-10%,0-10%,93.4,4.7,1.9,0.0,Other urban areas,Other urban areas,Non-denominational,,
South Lanarkshire,8531625,Mount Cameron Primary School,Primary,11.7,169,14.4,24.1,78,91,19,22,27,26,30,24,21,z,z,z,z,z,z,z,57,112,7,162,0,169,149,6,13,C,124,100,12,26.7,17,12,83,50,7,0,90-100%,0-10%,0-10%,0-10%,92.9,5.3,1.8,0.0,Other urban areas,Other urban areas,Non-denominational,,
South Lanarkshire,8523827,Muiredge Primary School,Primary,19.8,346,17.5,26.6,173,173,41,51,51,47,46,48,62,z,z,z,z,z,z,z,48,298,C,C,0,346,320,8,7,11,236,100,5,4.5,38,30,7,196,75,0,90-100%,0-10%,0-10%,0-10%,94.8,4.2,1.0,C,Other urban areas,Other urban areas,Non-denominational,,
South Lanarkshire,8531722,Murray Primary School,Primary,16.9,201,11.9,20.1,98,103,31,20,28,32,29,30,31,z,z,z,z,z,z,z,59,142,9,192,0,201,177,C,19,C,140,100,23,37.7,14,109,66,9,C,C,90-100%,0-10%,0-10%,0-10%,90.4,7.3,2.3,0.0,Other urban areas,Other urban areas,Non-denominational,,
South Lanarkshire,8521328,Neilsland Primary School,Primary,10.5,176,16.8,25.1,82,94,21,29,24,26,26,25,25,z,z,z,z,z,z,z,71,105,C,C,0,176,159,6,11,0,126,100,13,26,81,30,42,17,6,0,90-100%,0-10%,0-10%,0-10%,92.9,5.8,1.3,0.0,Other urban areas,Other urban areas,Non-denominational,,
South Lanarkshire,8523320,Netherburn Primary School,Primary,6.3,89,14.2,22.3,41,48,10,6,16,12,13,19,13,z,z,z,z,z,z,z,39,50,C,C,0,89,84,C,0,C,57,100,10,31.3,84,C,C,C,0,0,0-10%,0-10%,90-100%,0-10%,90.9,8.7,0.5,0.0,Accessible rural areas,Accessible rural areas,Non-denominational,,
South Lanarkshire,8548625,New Lanark Primary School,Primary,2.9,20,6.9,10,13,7,C,C,C,C,C,5,C,z,z,z,z,z,z,z,9,11,0,20,0,20,17,C,C,C,13,100,C,C,0,19,0,C,0,C,0-10%,80-90%,0-10%,0-10%,93.9,4.4,1.7,0.0,Accessible small towns,Accessible small towns,Non-denominational,,
South Lanarkshire,8526222,Newfield Primary School,Primary,13.3,225,16.9,25,113,112,29,33,24,42,38,29,30,z,z,z,z,z,z,z,55,170,0,225,0,225,215,5,5,0,166,100,12,20.3,8,110,42,53,12,0,0-10%,70-80%,10-20%,0-10%,94.2,3.5,2.4,0.0,Accessible small towns,Accessible small towns,Non-denominational,,
South Lanarkshire,1004328,Newton Farm Primary School,Primary,38.6,695,18,25.7,345,350,80,97,109,92,114,111,92,z,z,z,z,z,z,z,100,595,15,680,0,695,575,6,94,20,492,100,19,9.4,42,14,9,569,61,0,90-100%,0-10%,0-10%,0-10%,93.4,4.4,2.2,0.0,Large urban areas,Large urban areas,Non-denominational,,
South Lanarkshire,8531927,Our Lady Of Lourdes Primary School,Primary,16.9,324,19.2,27,154,170,35,42,52,39,56,52,48,z,z,z,z,z,z,z,99,225,18,306,0,324,266,18,39,C,224,100,10,10,C,55,129,68,68,C,90-100%,0-10%,0-10%,0-10%,93.9,4.7,1.4,0.0,Other urban areas,Other urban areas,Roman Catholic,,
South Lanarkshire,8521522,Our Lady and St Anne&apos;s Primary School,Primary,10.8,180,16.7,25.7,90,90,22,18,26,28,27,29,30,z,z,z,z,z,z,z,84,96,8,172,0,180,144,10,23,C,121,100,22,37.3,81,54,18,14,13,0,90-100%,0-10%,0-10%,0-10%,90.8,5.2,4.0,0.0,Other urban areas,Other urban areas,Roman Catholic,,
South Lanarkshire,1002821,Park View Primary School,Primary,12.6,182,14.4,26,92,90,28,18,28,22,33,26,27,z,z,z,z,z,z,z,61,121,17,165,0,182,138,8,29,7,129,100,16,30.2,91,15,36,39,0,C,90-100%,0-10%,0-10%,0-10%,90.9,4.9,4.2,C,Large urban areas,Large urban areas,Non-denominational,,
South Lanarkshire,8523428,Quarter Primary School,Primary,5.0,70,14.1,23.3,41,29,10,12,12,6,10,13,7,z,z,z,z,z,z,z,C,c,0,70,0,70,61,C,C,C,50,100,0,0,C,C,46,15,5,0,20-30%,0-10%,70-80%,0-10%,94.4,4.9,0.7,0.0,Accessible rural areas,Accessible rural areas,Non-denominational,,
South Lanarkshire,8547629,Rigside Primary School,Primary,4.8,63,13.1,21,35,28,5,8,11,11,8,8,12,z,z,z,z,z,z,z,43,20,7,56,0,63,47,13,C,C,43,100,10,50,54,C,C,5,0,0,0-10%,0-10%,90-100%,0-10%,89.8,3.6,6.6,0.0,Accessible rural areas,Accessible rural areas,Non-denominational,,
South Lanarkshire,8548927,Robert Owen Memorial Primary School,Primary,21.8,249,11.4,19.2,111,138,41,27,37,33,30,30,51,z,z,z,z,z,z,z,87,162,C,C,0,249,232,5,7,5,168,100,20,24.7,15,115,15,97,7,0,0-10%,70-80%,10-20%,0-10%,93.6,4.2,2.3,C,Accessible small towns,Accessible small towns,Non-denominational,,
South Lanarkshire,8523126,Robert Smillie Memorial Primary School,Primary,11.2,185,16.5,26.4,86,99,21,25,19,37,30,30,23,z,z,z,z,z,z,z,101,84,7,178,0,185,156,12,14,C,132,100,28,52.8,168,11,C,0,C,0,90-100%,0-10%,0-10%,0-10%,87.9,7.1,4.9,C,Other urban areas,Other urban areas,Non-denominational,,
South Lanarkshire,8523525,Sandford Primary School,Primary,4.2,63,15,21,26,37,10,7,13,9,7,11,6,z,z,z,z,z,z,z,25,38,0,63,0,63,57,C,C,0,46,100,C,C,0,5,10,7,41,0,0-10%,10-20%,80-90%,0-10%,93.7,5.2,1.1,0.0,Accessible rural areas,Accessible rural areas,Non-denominational,,
South Lanarkshire,8532621,South Park Primary School,Primary,12.3,182,14.8,26,99,83,27,28,25,18,27,28,29,z,z,z,z,z,z,z,45,137,C,C,0,182,169,C,6,C,125,100,19,33.3,C,60,101,13,6,C,90-100%,0-10%,0-10%,0-10%,92.7,6.0,1.3,0.0,Other urban areas,Other urban areas,Non-denominational,,
South Lanarkshire,8457727,Spittal Primary School,Primary,10.1,160,15.8,22.9,82,78,27,22,26,22,20,26,17,z,z,z,z,z,z,z,81,79,15,145,0,160,118,6,34,C,117,100,13,30.2,106,42,7,C,C,0,90-100%,0-10%,0-10%,0-10%,90.3,7.6,2.1,0.0,Large urban areas,Large urban areas,Non-denominational,,
South Lanarkshire,8457328,St Anthony&apos;s Primary School,Primary,10.0,138,13.8,23,60,78,15,19,15,23,24,20,22,z,z,z,z,z,z,z,50,88,12,126,0,138,97,17,19,5,96,100,8,19,63,18,C,34,20,C,90-100%,0-10%,0-10%,0-10%,93.9,4.3,1.9,0.0,Large urban areas,Large urban areas,Roman Catholic,,
South Lanarkshire,8546029,St Athanasius&apos; Primary School,Primary,12.5,202,16.2,25.3,101,101,24,32,30,26,35,35,20,z,z,z,z,z,z,z,61,141,5,197,0,202,170,11,18,C,147,100,12,21.8,39,54,30,59,20,0,80-90%,0-10%,0-10%,0-10%,92.7,6.2,1.1,0.0,Other urban areas,Other urban areas,Roman Catholic,,
South Lanarkshire,8520429,St Blane&apos;s Primary School,Primary,10.8,180,16.7,25.7,86,94,24,29,21,29,21,23,33,z,z,z,z,z,z,z,53,127,C,C,0,180,148,5,21,6,124,100,17,30.4,54,101,0,18,7,0,90-100%,0-10%,0-10%,0-10%,92.1,4.9,3.1,0.0,Other urban areas,Other urban areas,Roman Catholic,,
South Lanarkshire,8520720,"St Bride&apos;s Primary School, Bothwell",Primary,13.9,249,17.9,24.9,134,115,34,33,40,37,40,30,35,z,z,z,z,z,z,z,70,179,7,242,0,249,220,12,16,C,184,100,10,15.4,11,72,38,67,61,0,90-100%,0-10%,0-10%,0-10%,93.3,6.7,0.0,0.0,Other urban areas,Other urban areas,Roman Catholic,,
South Lanarkshire,8455929,"St Bride&apos;s Primary School, Cambuslang",Primary,14.9,267,17.9,24.3,134,133,37,40,32,42,37,45,34,z,z,z,z,z,z,z,30,237,17,250,0,267,182,11,72,C,188,100,12,15.2,85,39,34,59,50,0,90-100%,0-10%,0-10%,0-10%,94.6,3.1,2.3,0.0,Large urban areas,Large urban areas,Roman Catholic,,
South Lanarkshire,8456224,St Cadoc&apos;s Primary School,Primary,9.4,134,14.3,22.3,61,73,20,22,18,13,19,19,23,z,z,z,z,z,z,z,43,91,C,C,0,134,111,C,18,C,92,100,11,26.2,54,56,6,14,C,C,60-70%,0-10%,30-40%,0-10%,92.8,5.9,1.3,C,Large urban areas,Large urban areas,Roman Catholic,,
South Lanarkshire,8456623,St Charles&apos; Primary School,Primary,17.9,345,19.3,26.5,162,183,67,42,47,42,36,59,52,z,z,z,z,z,z,z,113,232,6,339,0,345,258,11,67,9,234,100,C,C,22,8,16,241,58,0,90-100%,0-10%,0-10%,0-10%,93.1,5.3,1.6,0.0,Large urban areas,Large urban areas,Roman Catholic,,
South Lanarkshire,8457425,St Columbkille&apos;s Primary School,Primary,16.9,318,18.8,24.5,153,165,53,46,51,39,50,37,42,z,z,z,z,z,z,z,114,204,15,303,0,318,236,16,44,22,239,100,15,19,112,52,64,55,35,0,90-100%,0-10%,0-10%,0-10%,93.5,4.2,2.3,0.0,Large urban areas,Large urban areas,Roman Catholic,,
South Lanarkshire,8521727,St Cuthbert&apos;s Primary School,Primary,30.3,249,8.2,24.9,128,121,34,33,33,44,32,36,37,z,z,z,z,z,z,z,83,166,31,218,0,249,164,24,53,8,176,100,21,28.8,126,34,46,34,9,0,90-100%,0-10%,0-10%,0-10%,92.8,5.7,1.5,0.0,Other urban areas,Other urban areas,Roman Catholic,,
South Lanarkshire,8525722,St Elizabeth&apos;s Primary School,Primary,13.1,218,16.6,27.3,111,107,25,28,34,33,31,37,30,z,z,z,z,z,z,z,103,115,17,201,0,218,173,15,28,C,151,100,15,22.4,111,33,17,20,37,0,90-100%,0-10%,0-10%,0-10%,92.1,6.4,1.5,0.0,Other urban areas,Other urban areas,Roman Catholic,,
South Lanarkshire,8532028,St Hilary&apos;s Primary School,Primary,10.9,161,14.8,23,82,79,18,26,25,29,19,24,20,z,z,z,z,z,z,z,13,148,7,154,0,161,132,9,17,C,117,100,5,11.4,6,14,76,49,16,0,90-100%,0-10%,0-10%,0-10%,93.7,4.9,1.4,C,Other urban areas,Other urban areas,Roman Catholic,,
South Lanarkshire,8523924,St John the Baptist Primary School,Primary,20.3,339,16.7,26.1,164,175,43,49,57,55,42,47,46,z,z,z,z,z,z,z,81,258,8,331,0,339,300,15,23,C,246,100,9,9.7,36,18,34,155,96,0,90-100%,0-10%,0-10%,0-10%,94.3,5.0,0.7,0.0,Other urban areas,Other urban areas,Roman Catholic,,
South Lanarkshire,8545626,"St John&apos;s Primary School, Blackwood",Primary,4.6,72,15.7,24,36,36,6,14,8,7,9,10,18,z,z,z,z,z,z,z,23,49,6,66,0,72,58,11,C,C,44,100,7,25,13,8,11,10,30,0,0-10%,70-80%,10-20%,0-10%,93.8,4.9,1.4,0.0,Accessible small towns,Accessible small towns,Roman Catholic,,
South Lanarkshire,8521824,"St John&apos;s Primary School, Hamilton",Primary,22.0,266,12.1,17.7,117,149,42,31,47,37,33,36,40,z,z,z,z,z,z,z,121,145,20,246,0,266,202,8,41,15,190,100,20,26.3,46,86,52,45,37,0,90-100%,0-10%,0-10%,0-10%,90.9,4.4,4.6,0.0,Other urban areas,Other urban areas,Non-denominational,,
South Lanarkshire,8520526,St Joseph&apos;s Primary School,Primary,14.3,240,16.8,24,118,122,28,32,37,46,22,36,39,z,z,z,z,z,z,z,80,160,7,233,0,240,197,15,26,C,165,100,20,26.7,75,81,38,36,10,0,90-100%,0-10%,0-10%,0-10%,91.7,8.4,0.0,0.0,Other urban areas,Other urban areas,Roman Catholic,,
South Lanarkshire,8532125,St Kenneth&apos;s Primary School,Primary,24.8,502,20.2,26.4,263,239,78,64,82,64,73,71,70,z,z,z,z,z,z,z,46,456,17,485,0,502,413,10,78,C,361,100,16,11.3,C,135,110,155,101,C,90-100%,0-10%,0-10%,0-10%,93.5,5.2,1.3,0.0,Other urban areas,Other urban areas,Roman Catholic,,
South Lanarkshire,8532222,St Leonard&apos;s Primary School,Primary,14.1,259,18.4,25.9,117,142,38,42,33,44,41,33,28,z,z,z,z,z,z,z,73,186,21,238,0,259,205,14,33,7,198,100,17,27.9,6,85,111,47,10,0,90-100%,0-10%,0-10%,0-10%,90.9,4.2,4.9,0.0,Other urban areas,Other urban areas,Roman Catholic,,
South Lanarkshire,8532427,St Louise Primary School,Primary,9.6,181,18.9,25.9,92,89,27,22,25,26,25,25,31,z,z,z,z,z,z,z,69,112,C,C,0,181,142,8,29,C,125,100,6,10.7,12,40,78,40,11,0,80-90%,0-10%,10-20%,0-10%,94.1,4.1,1.9,0.0,Other urban areas,Other urban areas,Roman Catholic,,
South Lanarkshire,8526028,"St Mark&apos;s Primary School, Hamilton",Primary,12.3,224,18.2,24.9,104,120,37,28,31,33,31,42,22,z,z,z,z,z,z,z,101,123,C,C,0,224,187,C,31,C,160,100,10,15.6,15,C,42,129,34,C,50-60%,0-10%,40-50%,0-10%,95.1,3.3,1.6,0.0,Other urban areas,Other urban areas,Roman Catholic,,
South Lanarkshire,8457522,"St Mark&apos;s Primary School, Rutherglen",Primary,10.5,147,14,21,79,68,16,20,25,15,22,25,24,z,z,z,z,z,z,z,70,77,20,127,0,147,106,12,28,C,98,100,22,44.9,98,30,C,9,8,C,90-100%,0-10%,0-10%,0-10%,91.5,6.7,1.9,0.0,Large urban areas,Large urban areas,Roman Catholic,,
South Lanarkshire,8521921,"St Mary&apos;s Primary School, Hamilton",Primary,25.7,460,17.9,24.2,234,226,65,66,59,73,61,62,74,z,z,z,z,z,z,z,206,254,25,435,0,460,364,26,62,8,324,100,16,11.8,37,82,121,90,130,0,90-100%,0-10%,0-10%,0-10%,93.7,4.6,1.7,0.0,Other urban areas,Other urban areas,Roman Catholic,,
South Lanarkshire,8550220,"St Mary&apos;s Primary School, Lanark",Primary,8.6,135,15.7,22.5,73,62,20,19,19,19,18,21,19,z,z,z,z,z,z,z,52,83,15,120,0,135,105,9,18,C,95,100,12,30,24,48,25,31,7,0,0-10%,60-70%,30-40%,0-10%,92.7,4.9,2.4,0.0,Accessible small towns,Accessible small towns,Roman Catholic,,
