School_Number,School_Name,LA_Code,Local_Authority,Sector,Governance,WM_Code,Welsh_Medium_Type,School_Type,Religious_Character,Address1,Address2,Address3,Address4,Postcode,Phone_Number,Pupils,fsm_3yr_pct,pupil_teacher_ratio,attendance_pct,school_budget_per_pupil,capped9_points,literacy_points,numeracy_points,science_points,welsh_bacc_points,estyn_report_url
6654603,St Joseph's Catholic and Anglican High,665,Wrexham,Secondary,Voluntary aided,EM,English medium,Secondary (ages 11-16),Roman Catholic & Anglican,Sontley Road,Wrexham,,,LL13 7EN,01978360310,734,,,,,,,,,,
6655401,THE MAELOR SCHOOL,665,Wrexham,Secondary,Foundation,EM,English medium,Secondary (ages 11-19),---,Penley,Wrexham,,,LL13 0LU,01948830291,800,,,,,,,,,,
6657005,St Christophers School,665,Wrexham,Special,Not Applicable,0 ,Not available,Special (with post-16 provision),---,Stockwell Grove,Wrexham,,,LL13 7BW,01978346910,278,,,,,,,,,,
6662002,ABERMULE PRIMARY SCHOOL,666,Powys,Primary,Community,EM,English medium,"Nursery, Infants & Juniors",---,Abermule,Montgomery,Powys,,SY15 6ND,01686630240,83,,,,,,,,,,
6662003,ARDDLEEN C.P. SCHOOL,666,Powys,Primary,Community,EM,English medium,"Nursery, Infants & Juniors",---,Arddleen,Llanymynech,Powys,,SY22 6RT,01938590445,115,,,,,,,,,,
6662005,BERRIEW C.P. SCHOOL,666,Powys,Primary,Community,EM,English medium,"Nursery, Infants & Juniors",---,Berriew,Welshpool,Powys,,SY21 8BA,01686640312,99,,,,,,,,,,
6662008,CAERSWS C.P. SCHOOL,666,Powys,Primary,Community,EM,English medium,"Nursery, Infants & Juniors",---,Maesawelon,Caersws,Powys,,SY17 5HG,01686688458,74,,,,,,,,,,
6662009,CARNO C.P. SCHOOL,666,Powys,Primary,Community,WM,Welsh medium,"Nursery, Infants & Juniors",---,Carno,Y Drenewydd,Powys,,SY17 5LH,01686420209,43,,,,,,,,,,
6662010,CARREGHOFA C.P. SCHOOL,666,Powys,Primary,Community,EM,English medium,"Nursery, Infants & Juniors",---,Llanymynech,Powys,,,SY22 6PA,01691830396,102,,,,,,,,,,
6662018,LEIGHTON C.P. SCHOOL,666,Powys,Primary,Community,EM,English medium,"Nursery, Infants & Juniors",---,Leighton,Welshpool,Powys,,SY21 8HH,01938553261,75,,,,,,,,,,
6662019,YSGOL LLANBRYNMAIR,666,Powys,Primary,Community,WM,Welsh medium,"Nursery, Infants & Juniors",---,Llanbrynmair,Powys,,,SY19 7DJ,01650521339,44,,,,,,,,,,
6662020,LLANDINAM C.P. SCHOOL,666,Powys,Primary,Community,EM,English medium,"Nursery, Infants & Juniors",---,Llandinam,Powys,,,SY17 5BY,01686688457,31,,,,,,,,,,
6662033,MEIFOD C.P. SCHOOL,666,Powys,Primary,Community,EM,English medium,"Nursery, Infants & Juniors",---,Meifod,Powys,,,SY22 6DF,01938500300,61,,,,,,,,,,
6662040,PENYGLODDFA C.P. SCHOOL,666,Powys,Primary,Community,EM,English medium,"Nursery, Infants & Juniors",---,School Lane,,,Newtown,SY16 2DF,01686626715,272,,,,,,,,,,
6662041,PONTROBERT C.P. SCHOOL,666,Powys,Primary,Community,WM,Welsh medium,"Nursery, Infants & Juniors",---,Meifod,Powys,,,SY22 6JN,01938500394,66,,,,,,,,,,
6662044,YSGOL DYFFRYN TRANNON,666,Powys,Primary,Community,DS,Dual Stream,"Nursery, Infants & Juniors",---,Trefeglwys,Newtown,Powys,,SY17 5PH,01686430644,100,,,,,,,,,,
6662049,GUILSFIELD C.P. SCHOOL,666,Powys,Primary,Community,EM,English medium,"Nursery, Infants & Juniors",---,Guilsfield,Nr Welshpool,Powys,,SY21 9ND,01938553979,153,,,,,,,,,,
6662050,LLANIDLOES C.P. SCHOOL,666,Powys,Primary,Community,EM,English medium,"Nursery, Infants & Juniors",---,Llangurig Road,Llanidloes,Powys,,SY18 6EX,01686412603,261,,,,,,,,,,
6662051,BUTTINGTON TREWERN C.P. SCHOOL,666,Powys,Primary,Community,EM,English medium,"Nursery, Infants & Juniors",---,Buttington,Welshpool,Powys,,SY21 8TB,01938570283,140,,,,,,,,,,
6662053,BRYNHAFREN C.P. SCHOOL,666,Powys,Primary,Community,EM,English medium,Infants & Juniors,---,Bryn Hafren,,,Shrewsbury,SY5 9BJ,01743884455,32,,,,,,,,,,
6662054,CHURCHSTOKE C.P. SCHOOL,666,Powys,Primary,Community,EM,English medium,"Nursery, Infants & Juniors",---,Churchstoke,Montgomery,Powys,,SY15 6AA,01588620330,39,,,,,,,,,,
6662058,YSGOL GYNRADD GLANTWYMYN,666,Powys,Primary,Community,WM,Welsh medium,"Nursery, Infants & Juniors",---,Cemmaes Road,Machynlleth,Powys,,SY20 8LX,01650511394,75,,,,,,,,,,
6662059,YSGOL PENNANT,666,Powys,Primary,Community,WM,Welsh medium,"Nursery, Infants & Juniors",---,Penybont Fawr,Oswestry,Salop,,SY10 0PD,01691860326,78,,,,,,,,,,
6662060,MAESYRHANDIR C.P. SCHOOL,666,Powys,Primary,Community,EM,English medium,"Nursery, Infants & Juniors",---,Newtown,Powys,,,SY16 1LH,01686626337,99,,,,,,,,,,
6662062,TREOWEN C.P. SCHOOL,666,Powys,Primary,Community,EM,English medium,"Nursery, Infants & Juniors",---,Newtown,Powys,,,SY16 1NH,01686627569,106,,,,,,,,,,
6662066,FRANKSBRIDGE C.P. SCHOOL,666,Powys,Primary,Community,EM,English medium,"Nursery, Infants & Juniors",---,Franksbridge,Llandrindod Wells,Powys,,LD1 5SA,01982570275,39,,,,,,,,,,
6662068,LLANBISTER C.P. SCHOOL,666,Powys,Primary,Community,EM,English medium,"Nursery, Infants & Juniors",---,Llanbister,Llandrindod Wells,Powys,,LD1 6TN,01597840258,57,,,,,,,,,,
6662070,YSGOL CEFNLLYS,666,Powys,Primary,Community,EM,English medium,"Nursery, Infants & Juniors",---,Cefnllys Lane,Llandrindod Wells,Powys,,LD1 5WA,01597822297,204,,,,,,,,,,
6662075,PRESTEIGNE C.P. SCHOOL,666,Powys,Primary,Community,EM,English medium,"Nursery, Infants & Juniors",---,Slough Road,Presteigne,Powys,,LD8 2NH,01544267422,169,,,,,,,,,,
6662076,RADNOR VALLEY C.P. SCHOOL,666,Powys,Primary,Community,EM,English medium,"Nursery, Infants & Juniors",---,New Radnor,Presteigne,Powys,,LD8 2SS,01544350203,49,,,,,,,,,,
6662077,CROSSGATES C.P. SCHOOL,666,Powys,Primary,Community,EM,English medium,"Nursery, Infants & Juniors",---,Crossgates,Llandrindod Wells,Powys,,LD1 6RE,01597851667,151,,,,,,,,,,
6662084,YSGOL DOLAFON,666,Powys,Primary,Community,EM,English medium,"Nursery, Infants & Juniors",---,Llanwrtyd Wells,Powys,,,LD5 4RA,01591610326,52,,,,,,,,,,
6662089,BUILTH WELLS C.P. SCHOOL,666,Powys,Primary,Community,DS,Dual Stream,"Nursery, Infants & Juniors",---,Hospital Road,Builth Wells,Powys,,LD2 3GA,01982553600,210,,,,,,,,,,
6662092,SENNYBRIDGE C.P. SCHOOL,666,Powys,Primary,Community,DS,Dual Stream,"Nursery, Infants & Juniors",---,Sennybridge,,,Brecon,LD3 8RS,01874636268,107,,,,,,,,,,
6662113,CRICKHOWELL C.P. SCHOOL,666,Powys,Primary,Community,EM,English medium,"Nursery, Infants & Juniors",---,Crickhowell,Powys,,,NP8 1DY,01873810300,221,,,,,,,,,,
6662116,HAY-ON-WYE C.P. SCHOOL,666,Powys,Primary,Community,EM,English medium,"Nursery, Infants & Juniors",---,Oxford Road,Hay-On-Wye,Powys,,HR3 5BT,01497820339,186,,,,,,,,,,
6662117,LLANGYNIDR C.P. SCHOOL,666,Powys,Primary,Community,EM,English medium,"Nursery, Infants & Juniors",---,Llangynidr,Crickhowell,Powys,,NP8 1NY,01874730681,101,,,,,,,,,,
6662125,LLANFAES C.P. SCHOOL,666,Powys,Primary,Community,EM,English medium,"Nursery, Infants & Juniors",---,Beilihelig Road,Llanfaes,Brecon,Powys,LD3 8EB,01874623326,190,,,,,,,,,,
6662127,YSGOL Y BANNAU,666,Powys,Primary,Community,WM,Welsh medium,"Nursery, Infants & Juniors",---,Penlan,Aberhonddu,Powys,,LD3 9SR,01874622207,97,,,,,,,,,,
6662129,YSGOL RHIW BECHAN,666,Powys,Primary,Community,DS,Dual Stream,"Nursery, Infants & Juniors",---,Tregynon,Powys,,,SY16 3EH,01686650303,144,,,,,,,,,,
6662146,LLANRHAEADR YM MOCHNANT C.P. SCHOOL,666,Powys,Primary,Community,DS,Dual Stream,"Nursery, Infants & Juniors",---,Llanrhaeadr Ym Mochnant,Oswestry,Salop,,SY10 0LG,01691780352,84,,,,,,,,,,
6662147,YSGOL BRO CYNLLAITH,666,Powys,Primary,Community,EM,English medium,"Nursery, Infants & Juniors",---,Llansilin,Oswestry,Salop,,SY10 7QB,01691791365,25,,,,,,,,,,
6662148,YSGOL DAFYDD LLWYD,666,Powys,Primary,Community,WM,Welsh medium,"Nursery, Infants & Juniors",---,Plantation Lane,Newtown,Powys,,SY16 1JE,01686622162,195,,,,,,,,,,
6662149,YSGOL Y CRIBARTH,666,Powys,Primary,Community,DS,Dual Stream,"Nursery, Infants & Juniors",---,School Road,Abercrave,Swansea,,SA9 1XD,01639731500,117,,,,,,,,,,
6662150,YSGOL GOLWG Y CWM,666,Powys,Primary,Community,EM,English medium,"Nursery, Infants & Juniors",---,Hendreladus,Ystradgynlais,Powys,,SA9 1SE,01639846070,176,,,,,,,,,,
6662151,YSGOL BRO TAWE,666,Powys,Primary,Community,EM,English medium,"Nursery, Infants & Juniors",---,Ffordd yr Afon,Ystradgynlais,Swansea,,SA9 1BU,01639846000,207,,,,,,,,,,
6662152,YSGOL GYMRAEG DYFFRYN Y GLOWYR,666,Powys,Primary,Community,WM,Welsh medium,"Nursery, Infants & Juniors",---,Bethel Road,Lower Cwmtwrch,Swansea,,SA9 2PT,01639846060,344,,,,,,,,,,
6662153,YSGOL Y MYNYDD DU ,666,Powys,Primary,Community,EM,English medium,"Nursery, Infants & Juniors",---,School Road,Talgarth,Powys,,LD3 0DQ,01874712860,106,,,,,,,,,,
6662154,YSGOL GYMRAEG Y TRALLWNG,666,Powys,Primary,Community,WM,Welsh medium,"Nursery, Infants & Juniors",---,YSGOL GYMRAEG Y TRALLWNG,HOWELL DRIVE,WELSHPOOL,POWYS,SY21 7AT,01938552005,96,,,,,,,,,,
6662155,YSGOL CALON Y DDERWEN,666,Powys,Primary,Community,EM,English medium,"Nursery, Infants & Juniors",Not available,Ysgol Calon y Dderwen,Park Street,Newton,,SY16 1EG,01686626303,250,,,,,,,,,,
6662156,Ysgol Golwg Pen y Fan,666,Powys,Primary,Not Applicable,EM,English medium,Infants & Juniors,Not available,Ysgol Golwg Pen y Fan,,,Brecon,LD3 7LU,,,,,,,,,,,,
6663000,LLANFECHAIN C.I.W. SCHOOL,666,Powys,Primary,Community,EM,English medium,"Nursery, Infants & Juniors",Church in Wales,Llanfechain,Powys,,,SY22 6UQ,01691828537,43,,,,,,,,,,
6663002,MONTGOMERY C.I.W. SCHOOL,666,Powys,Primary,Community,EM,English medium,"Nursery, Infants & Juniors",Church in Wales,Montgomery,Powys,,,SY15 6QA,01686668387,105,,,,,,,,,,
6663016,FORDEN C.I.W. SCHOOL,666,Powys,Primary,Community,EM,English medium,"Nursery, Infants & Juniors",Church in Wales,Forden,Welshpool,Powys,,SY21 8NE,01938580334,69,,,,,,,,,,
6663021,LLANDYSILIO C.I.W. SCHOOL,666,Powys,Primary,Community,EM,English medium,"Nursery, Infants & Juniors",Church in Wales,Four Crosses,Llanymynech,Powys,,SY22 6RB,01691830339,56,,,,,,,,,,
6663026,GLADESTRY C.I.W. SCHOOL,666,Powys,Primary,Voluntary controlled,EM,English medium,"Nursery, Infants & Juniors",Church in Wales,Gladestry,Kington,Herefordshire,,HR5 3NR,01544370207,35,,,,,,,,,,
6663030,YSGOL TREFONNEN CHURCH IN WALES COMMUNITY PRIMARY,666,Powys,Primary,Voluntary controlled,DS,Dual Stream,"Nursery, Infants & Juniors",Church in Wales,Trefonnen Lane,Llandrindod Wells,Powys,,LD1 5EB,01597822190,208,,,,,,,,,,
6663031,NEWBRIDGE-ON-WYE CHURCH IN WALES SCHOOL,666,Powys,Primary,Community,EM,English medium,"Nursery, Infants & Juniors",Church in Wales,Newbridge on Wye,Llandrindod Wells,Powys,,LD1 6LD,01597860273,108,,,,,,,,,,
6663033,CLYRO C.I.W. SCHOOL,666,Powys,Primary,Voluntary controlled,EM,English medium,"Nursery, Infants & Juniors",Church in Wales,Clyro,Via Hereford,,,HR3 5LE,01497820860,67,,,,,,,,,,
6663035,KNIGHTON CHURCH IN WALES PRIMARY SCHOOL,666,Powys,Primary,Community,EM,English medium,"Nursery, Infants & Juniors",Church in Wales,Knighton,Powys,,,LD7 1HP,01547528691,179,,,,,,,,,,
6663036,RHAYADER C.I.W. SCHOOL,666,Powys,Primary,Community,DS,Dual Stream,"Nursery, Infants & Juniors",Church in Wales,Bryntirion,Rhayader,Powys,,LD6 5LT,01597810288,240,,,,,,,,,,
6663037,LLANELWEDD CHURCH IN WALES PRIMARY SCHOOL,666,Powys,Primary,Voluntary controlled,EM,English medium,"Nursery, Infants & Juniors",Church in Wales,Llanelwedd,Builth Wells,Powys,,LD2 3TY,01982552616,93,,,,,,,,,,
6663050,LLANGORS C.I.W. SCHOOL,666,Powys,Primary,Community,EM,English medium,"Nursery, Infants & Juniors",Church in Wales,Llangorse,Brecon,Powys,,LD3 7TR,01874658663,141,,,,,,,,,,
6663051,WELSHPOOL CHURCH IN WALES PRIMARY SCHOOL,666,Powys,Primary,Voluntary controlled,EM,English medium,"Nursery, Infants & Juniors",Church in Wales,Severn Road,Welshpool,Powys,,SY21 7AT,01938538660,273,,,,,,,,,,
6663301,ST. MICHAEL'S C.I.W. SCHOOL,666,Powys,Primary,Voluntary aided,EM,English medium,"Nursery, Infants & Juniors",Church in Wales,Kerry,Newtown,Powys,,SY16 4NP,01686670208,87,,,,,,,,,,
6663303,LLANSANTFFRAID C.I.W.A.,666,Powys,Primary,Community,EM,English medium,"Nursery, Infants & Juniors",Church in Wales,Treflan,Llansantffraid,Powys,,SY22 6AE,01691828539,103,,,,,,,,,,
6663317,ARCHDEACON GRIFFITHS C.I.W. PRIMARY SCHOOL,666,Powys,Primary,Voluntary aided,EM,English medium,"Nursery, Infants & Juniors",Church in Wales,Llyswen,Brecon,Powys,,LD3 0YB,01874754334,130,,,,,,,,,,
6663318,PRIORY CHURCH IN WALES SCHOOL,666,Powys,Primary,Voluntary aided,EM,English medium,"Nursery, Infants & Juniors",Church in Wales,Pendre Close,Brecon,Powys,,LD3 9EU,01874623549,157,,,,,,,,,,
6663320,ST MARY`S R.C. (A) SCHOOL,666,Powys,Primary,Voluntary aided,EM,English medium,"Nursery, Infants & Juniors",Roman Catholic,Milford Road,Newtown,Powys,,SY16 2EH,01686625582,61,,,,,,,,,,
6663322,LLANGATTOCK C.I.W. SCHOOL,666,Powys,Primary,Voluntary aided,EM,English medium,"Nursery, Infants & Juniors",Church in Wales,Llangattock,Crickhowell,Powys,,NP8 1PH,01873810608,96,,,,,,,,,,
6663323,YSGOL CWM BANWY,666,Powys,Primary,Community,WM,Welsh medium,"Nursery, Infants & Juniors",Not available,Llangadfan School,,Banwy C P School,Llangadfan Welshpool,SY21 0NW,01938820226,41,,,,,,,,,,
6664002,LLANIDLOES HIGH SCHOOL,666,Powys,Secondary,Community,EW,English with significant Welsh,Secondary (ages 11-19),---,Llanidloes,Powys,,,SY18 6EX,01686412289,712,,,,,,,,,,
6664011,Newtown High School,666,Powys,Secondary,Community,EM,English medium,Secondary (ages 11-19),---,Dolfor Road,Newtown,Powys,,SY16 1JE,01686626304,934,,,,,,,,,,
6664013,WELSHPOOL HIGH SCHOOL,666,Powys,Secondary,Community,EM,English medium,Secondary (ages 11-19),---,Salop Road,Welshpool,Powys,,SY21 7RE,01938552014,789,,,,,,,,,,
6664021,Ysgol Maesydderwen,666,Powys,Secondary,Community,EM,English medium,Secondary (ages 11-19),---,Tudor Street,Ystradgynlais,Swansea,,SA9 1AP,01639842115,542,,,,,,,,,,
6664022,BRECON HIGH SCHOOL,666,Powys,Secondary,Community,EW,English with significant Welsh,Secondary (ages 11-19),---,Penlan,Brecon,Powys,,LD3 9SR,01874622361,556,,,,,,,,,,
6664023,Gwernyfed High School,666,Powys,Secondary,Community,EM,English medium,Secondary (ages 11-19),---,Three Cocks,Brecon,Powys,,LD3 0SG,01497847445,502,,,,,,,,,,
6664024,Crickhowell High School,666,Powys,Secondary,Community,EM,English medium,Secondary (ages 11-19),---,New Road,Crickhowell,Powys,,NP8 1AW,01873813500,931,,,,,,,,,,
6664025,Ysgol Calon Cymru,666,Powys,Secondary,Community,CB,Bilingual (Type C),Secondary (ages 11-19),---,College Road,,Builth Wells,Powys,LD2 3BW,01982553292,976,,,,,,,,,,
6665500,Ysgol Bro Hyddgen,666,Powys,Middle,Community,AB,Bilingual (Type A),Middle (ages 4-19),---,Machynlleth,Powys,,,SY20 8DR,01654704200,424,,,,,,,,,,
6665501,Ysgol Llanfyllin,666,Powys,Middle,Community,EW,English with significant Welsh,Middle (ages 4-19),Not available,Llanfyllin High School,,Llanfyllin School,Llanfyllin,SY22 5BJ,01691648391,791,,,,,,,,,,
6665502,Ysgol Bro Caereinion,666,Powys,Middle,Community,BB,Bilingual (Type B),Middle (ages 4-19),Not available,Llanfair Caereinion,Welshpool,Powys,,SY21 0HW,01938810888,547,,,,,,,,,,
6667001,BRYNLLYWARCH HALL SCHOOL,666,Powys,Special,Not Applicable,0 ,Not available,Special (with post-16 provision),---,Kerry,Nr Newtown,Powys,,SY16 4PB,01686670276,71,,,,,,,,,,
6667002,YSGOL CEDEWAIN,666,Powys,Special,Not Applicable,0 ,Not available,Special (with post-16 provision),---,Maesyrhandir,Newtown,Powys,,SY16 1LH,01686627454,106,,,,,,,,,,
6667004,YSGOL PENMAES,666,Powys,Special,Not Applicable,0 ,Not available,Special (with post-16 provision),---,Canal Road,Brecon,Powys,,LD3 7HL,01874623508,111,,,,,,,,,,
6672281,YSGOL GYMUNEDOL GYNRADD ABERAERON,667,Ceredigion,Primary,Community,WM,Welsh medium,"Nursery, Infants & Juniors",---,Maes yr Heli,Aberaeron,Ceredigion,,SA46 0BQ,01545570313,231,,,,,,,,,,
6672291,YSGOL GYMUNEDOL LLANARTH,667,Ceredigion,Primary,Community,WM,Welsh medium,Infants & Juniors,---,Llannarth,Ceredigion,,,SA47 0PA,01545580343,66,,,,,,,,,,
6672293,YSGOL GYMUNEDOL LLANNON,667,Ceredigion,Primary,Community,WM,Welsh medium,Infants & Juniors,---,Llannon,Aberystwyth,Ceredigion,,SY23 5HX,01974202478,42,,,,,,,,,,
6672295,YSGOL GYMUNEDOL CEI NEWYDD,667,Ceredigion,Primary,Community,EW,English with significant Welsh,Infants & Juniors,---,Maes Yr Ysgol,Cei Newydd,Ceredigion,,SA45 9TE,01545560363,79,,,,,,,,,,
6672298,YSGOL GYMUNEDOL TALGARREG,667,Ceredigion,Primary,Community,WM,Welsh medium,Infants & Juniors,---,Talgarreg,Llandysul,Ceredigion,,SA44 4ER,01545590683,36,,,,,,,,,,
6672299,YSGOL GYMRAEG ABERYSTWYTH,667,Ceredigion,Primary,Community,WM,Welsh medium,"Nursery, Infants & Juniors",---,Plascrug Avenue,Aberystwyth,Ceredigion,,SY23 1HL,01970617613,375,,,,,,,,,,
6672303,YSGOL GYMUNEDOL COMINS COCH,667,Ceredigion,Primary,Community,EW,English with significant Welsh,Infants & Juniors,---,Comins Coch,Aberystwyth,Ceredigion,,SY23 3BQ,01970623497,139,,,,,,,,,,
6672308,YSGOL GYMUNEDOL LLANFARIAN,667,Ceredigion,Primary,Community,WM,Welsh medium,Infants & Juniors,---,Llanfarian,Aberystwyth,Ceredigion,,SY23 4DN,01970612664,36,,,,,,,,,,
6672309,YSGOL GYMUNEDOL LLANFIHANGEL-Y-CREUDDYN,667,Ceredigion,Primary,Community,WM,Welsh medium,Infants & Juniors,---,Llanfihangel-Y-Creuddyn,Aberystwyth,Ceredigion,,SY23 4LA,01974261347,19,,,,,,,,,,
6672310,YSGOL GYMUNEDOL LLANGWYRYFON,667,Ceredigion,Primary,Community,WM,Welsh medium,Infants & Juniors,---,Llangwyryfon,Aberystwyth,Ceredigion,,SY23 4HA,01974241319,30,,,,,,,,,,
6672311,YSGOL LLANILAR,667,Ceredigion,Primary,Community,WM,Welsh medium,Infants & Juniors,---,Llanilar,Aberystwyth,Ceredigion,,SY23 4PA,01974241334,110,,,,,,,,,,
6672312,YSGOL GYMUNEDOL MYNACH,667,Ceredigion,Primary,Community,WM,Welsh medium,Infants & Juniors,---,Pontarfynach,Aberystwyth,Ceredigion,,SY23 4QZ,01970890234,42,,,,,,,,,,
6672313,YSGOL PENLLWYN,667,Ceredigion,Primary,Community,WM,Welsh medium,Infants & Juniors,---,Capel Bangor,Aberystwyth,Ceredigion,,SY23 3LP,01970880277,41,,,,,,,,,,
6672314,YSGOL GYMUNEDOL LLWYN YR EOS,667,Ceredigion,Primary,Community,EW,English with significant Welsh,"Nursery, Infants & Juniors",---,Penparcau,Aberystwyth,Ceredigion,,SY23 1SH,01970617011,256,,,,,,,,,,
6672315,YSGOL GYMUNEDOL SYR JOHN RHYS,667,Ceredigion,Primary,Community,WM,Welsh medium,Infants & Juniors,---,Ponterwyd,Aberystwyth,Ceredigion,,SY23 3JX,01970890622,22,,,,,,,,,,
6672316,YSGOL GYMUNEDOL RHYDYPENNAU,667,Ceredigion,Primary,Community,WM,Welsh medium,"Nursery, Infants & Juniors",---,Bow Street,Ceredigion,,,SY24 5AD,01970828608,200,,,,,,,,,,
6672317,YSGOL GYMUNEDOL TALYBONT,667,Ceredigion,Primary,Community,WM,Welsh medium,Infants & Juniors,---,Talybont,Ceredigion,,,SY24 5HE,01970832276,64,,,,,,,,,,
6672319,YSGOL GYMUNEDOL ABERPORTH,667,Ceredigion,Primary,Community,WM,Welsh medium,Infants & Juniors,---,Aberporth,Aberteifi,Ceredigion,,SA43 2DA,01239810081,185,,,,,,,,,,
6672323,YSGOL GYMUNEDOL LLECHRYD,667,Ceredigion,Primary,Community,WM,Welsh medium,Infants & Juniors,---,Llechryd,Aberteifi,Ceredigion,,SA43 2NL,01239682474,61,,,,,,,,,,
6672324,YSGOL GYMUNEDOL PENPARC,667,Ceredigion,Primary,Community,WM,Welsh medium,Infants & Juniors,---,Penparc,Aberteifi,Ceredigion,,SA43 1SQ,01239810586,103,,,,,,,,,,
6672353,YSGOL GYMUNEDOL PONTRHYDFENDIGAID,667,Ceredigion,Primary,Community,WM,Welsh medium,Infants & Juniors,---,Pontrhydfendigaid,Ystrad Meurig,Ceredigion,,SY25 6BL,01974831641,58,,,,,,,,,,
6672361,YSGOL GYMUNEDOL PLASCRUG,667,Ceredigion,Primary,Community,EW,English with significant Welsh,"Nursery, Infants & Juniors",---,Plascrug Avenue,Aberystwyth,Ceredigion,,SY23 1HL,01970612286,466,,,,,,,,,,
6672362,YSGOL CRAIG YR WYLFA,667,Ceredigion,Primary,Community,WM,Welsh medium,Infants & Juniors,---,Francis Road,Borth,Ceredigion,,SY24 5NJ,01970871280,29,,,,,,,,,,
6672363,YSGOL PENRHYNCOCH,667,Ceredigion,Primary,Community,WM,Welsh medium,Infants & Juniors,---,Penrhyncoch,Aberystwyth,Ceredigion,,SY23 3EH,01970828566,105,,,,,,,,,,
6672366,YSGOL GYMUNEDOL Y DDERI,667,Ceredigion,Primary,Community,WM,Welsh medium,"Nursery, Infants & Juniors",---,Llangybi,Llanbedr Pont Steffan,Ceredigion,,SA48 8LY,01570493424,101,,,,,,,,,,
6672367,YSGOL GYMUNEDOL CENARTH,667,Ceredigion,Primary,Community,WM,Welsh medium,Infants & Juniors,---,Cenarth,Castell Newydd Emlyn,Sir Gâr,,SA38 9JP,01239710060,94,,,,,,,,,,
6672368,YSGOL GYNRADD ABERTEIFI,667,Ceredigion,Primary,Community,WM,Welsh medium,"Nursery, Infants & Juniors",---,Stryd Napier,Aberteifi,Ceredigion,,SA43 1EH,01239612491,399,,,,,,,,,,
6672369,YSGOL BRO SION CWILT,667,Ceredigion,Primary,Community,WM,Welsh medium,"Nursery, Infants & Juniors",---,Synod Inn ,Llandysul,,,SA44 6JZ,01545580107,115,,,,,,,,,,
6672371,YSGOL GYNRADD T LLEW JONES,667,Ceredigion,Primary,Community,WM,Welsh medium,"Nursery, Infants & Juniors",---,Brynhoffnant,Ceredigion,,,SA44 6EA,01239654553,163,,,,,,,,,,
6672372,YSGOL RHOS HELYG,667,Ceredigion,Primary,Community,WM,Welsh medium,Infants & Juniors,---,Campws Rhos y Wlad,Bronant,Aberystwyth,,SY23 4TQ,01974251238,53,,,,,,,,,,
6672374,Ysgol Dyffryn Aeron,667,Ceredigion,Primary,Community,WM,Welsh medium,"Nursery, Infants & Juniors",Not available,Ysgol Dyffryn Aeron,A482 Felinfach,Felinfach,Ceredigion,SA48 8AE,,,,,,,,,,,,
6673058,YSGOL WIRFODDOL MYFENYDD,667,Ceredigion,Primary,Voluntary controlled,WM,Welsh medium,Infants & Juniors,Church in Wales,Llanrhystud,Aberystwyth,Ceredigion,,SY23 5DW,01974202230,84,,,,,,,,,,
6673061,YSGOL GYNRADD DYFFRYN CLEDLYN,667,Ceredigion,Primary,Voluntary controlled,WM,Welsh medium,"Nursery, Infants & Juniors",Church in Wales,Drefach,Llanbydder,Ceredigion,,SA40 9SX,01570940942,119,,,,,,,,,,
